Service_Category,Material_Shape,Is_Fragile,Length_cm,Width_cm,Height_cm,Volume_cm3,Actual_Weight_kg,Density,Target_Divisor
Construction,Irregular,0,89.2,39.3,20.1,70461.76,99.3,0.001409,4500
Construction,Irregular,0,73.7,75.9,46.6,260672.48,94.4,0.000362,4500
Solar Services,Box,1,166.6,108.0,6.4,115153.92,18.9,0.000164,3500
Painting,Cylindrical,0,37.0,35.5,48.9,64230.15,26.8,0.000417,4500
Painting,Cylindrical,0,26.6,33.6,30.5,27259.68,22.1,0.000811,4500
Interiors,Wrapped,1,72.4,41.9,19.8,60064.49,31.6,0.000526,3500
Interiors,Wrapped,1,105.5,104.2,19.9,218762.69,14.6,6.7e-05,3500
Interiors,Box,0,127.1,58.2,67.2,497093.18,25.8,5.2e-05,5000
Solar Services,Box,1,202.7,105.7,5.2,111412.03,19.7,0.000177,3500
Interiors,Box,0,51.9,60.8,99.9,315236.45,35.3,0.000112,5000
Solar Services,Box,1,194.4,95.1,6.7,123865.85,19.2,0.000155,3500
Construction,Irregular,0,71.0,90.3,34.2,219266.46,47.2,0.000215,4500
Solar Services,Box,1,168.5,82.3,4.9,67950.99,27.7,0.000408,3500
Painting,Cylindrical,0,26.9,21.6,33.9,19697.26,27.3,0.001386,4500
Construction,Irregular,0,38.0,66.6,33.3,84275.64,78.5,0.000931,4500
Interiors,Wrapped,1,139.5,98.7,8.4,115656.66,20.1,0.000174,3500
Painting,Cylindrical,0,28.3,32.0,31.8,28798.08,28.3,0.000983,4500
Construction,Irregular,0,32.4,86.8,31.1,87463.15,87.5,0.001,4500
Construction,Irregular,0,63.6,30.1,21.9,41924.48,52.7,0.001257,4500
Construction,Irregular,0,37.3,93.6,42.7,149077.66,94.6,0.000635,4500
Painting,Cylindrical,0,32.2,27.0,48.1,41818.14,22.2,0.000531,4500
Interiors,Wrapped,1,120.5,41.0,14.2,70155.1,20.7,0.000295,3500
Interiors,Wrapped,1,49.8,111.4,9.9,54922.43,39.0,0.00071,3500
Solar Services,Box,1,206.9,102.1,8.0,168995.92,27.2,0.000161,3500
Interiors,Box,0,199.2,92.6,93.9,1732071.89,18.6,1.1e-05,5000
Solar Services,Box,1,219.9,86.5,5.1,97008.89,28.8,0.000297,3500
Solar Services,Box,1,153.8,106.6,6.7,109847.04,28.9,0.000263,3500
Solar Services,Box,1,160.4,84.3,9.6,129808.51,19.1,0.000147,3500
Interiors,Box,0,94.4,85.5,53.4,431002.08,29.1,6.8e-05,5000
Solar Services,Box,1,182.0,80.5,4.8,70324.8,22.9,0.000326,3500
Painting,Cylindrical,0,34.8,29.8,31.2,32355.65,24.2,0.000748,4500
Interiors,Wrapped,1,47.7,67.7,9.9,31969.97,35.4,0.001107,3500
Interiors,Box,0,148.3,67.4,76.0,759651.92,23.4,3.1e-05,5000
Construction,Irregular,0,88.3,41.7,35.1,129242.06,48.7,0.000377,4500
Painting,Cylindrical,0,34.2,33.2,31.6,35879.9,28.3,0.000789,4500
Interiors,Wrapped,1,79.7,70.5,15.0,84282.75,15.6,0.000185,3500
Interiors,Wrapped,1,94.2,68.2,5.8,37261.75,29.9,0.000802,3500
Solar Services,Box,1,209.9,97.9,4.5,92471.45,21.0,0.000227,3500
Painting,Cylindrical,0,38.1,27.7,32.3,34088.45,14.4,0.000422,4500
Painting,Cylindrical,0,38.7,23.1,43.7,39066.49,12.4,0.000317,4500
Solar Services,Box,1,175.8,96.3,7.8,132050.41,20.9,0.000158,3500
Painting,Cylindrical,0,39.2,26.1,42.6,43584.91,27.1,0.000622,4500
Solar Services,Box,1,167.3,109.3,9.0,164573.01,29.9,0.000182,3500
Painting,Cylindrical,0,20.5,29.9,45.3,27766.63,16.9,0.000609,4500
Construction,Irregular,0,73.2,56.7,31.8,131983.99,65.4,0.000496,4500
Construction,Irregular,0,72.0,86.0,46.4,287308.8,73.1,0.000254,4500
Solar Services,Box,1,198.9,102.7,8.9,181800.57,18.7,0.000103,3500
Interiors,Box,0,88.8,91.4,74.0,600607.68,56.1,9.3e-05,5000
Interiors,Box,0,197.7,52.7,97.9,1019999.54,47.4,4.6e-05,5000
Interiors,Box,0,189.4,64.2,68.3,830492.48,38.9,4.7e-05,5000
Interiors,Wrapped,1,116.2,106.8,9.2,114173.47,27.3,0.000239,3500
Interiors,Box,0,160.9,69.9,55.9,628702.27,15.6,2.5e-05,5000
Painting,Cylindrical,0,29.6,30.9,31.1,28445.3,26.5,0.000932,4500
Interiors,Box,0,95.9,68.0,67.4,439528.88,20.2,4.6e-05,5000
Painting,Cylindrical,0,24.8,28.8,36.0,25712.64,24.4,0.000949,4500
Painting,Cylindrical,0,37.5,30.8,49.2,56826.0,12.5,0.00022,4500
Construction,Irregular,0,34.0,56.5,37.4,71845.4,83.1,0.001157,4500
Solar Services,Box,1,208.2,82.1,5.7,97431.35,23.6,0.000242,3500
Solar Services,Box,1,177.7,104.7,8.5,158144.11,27.7,0.000175,3500
Interiors,Box,0,116.1,94.7,65.4,719051.42,36.6,5.1e-05,5000
Painting,Cylindrical,0,23.5,23.9,36.2,20331.73,24.4,0.0012,4500
Construction,Irregular,0,85.8,67.7,39.9,231765.53,53.7,0.000232,4500
Interiors,Wrapped,1,132.8,118.8,12.2,192475.01,25.1,0.00013,3500
Construction,Irregular,0,74.6,79.6,42.6,252965.62,74.9,0.000296,4500
Painting,Cylindrical,0,29.2,25.4,36.4,26997.15,21.4,0.000793,4500
Solar Services,Box,1,212.0,96.4,7.6,155319.68,27.9,0.00018,3500
Solar Services,Box,1,167.8,92.9,6.5,101326.03,23.9,0.000236,3500
Interiors,Wrapped,1,41.7,58.1,13.3,32222.84,12.0,0.000372,3500
Solar Services,Box,1,183.0,99.8,4.4,80358.96,23.6,0.000294,3500
Solar Services,Box,1,180.3,97.6,6.8,119661.5,27.5,0.00023,3500
Construction,Irregular,0,37.1,31.0,36.2,41633.62,83.6,0.002008,4500
Painting,Cylindrical,0,33.4,33.0,45.7,50370.54,20.6,0.000409,4500
Painting,Cylindrical,0,31.4,37.2,44.5,51979.56,23.3,0.000448,4500
Painting,Cylindrical,0,27.8,23.8,34.3,22694.25,24.0,0.001058,4500
Interiors,Wrapped,1,82.2,145.5,11.8,141129.18,20.1,0.000142,3500
Painting,Cylindrical,0,38.3,28.7,49.8,54740.66,29.8,0.000544,4500
Interiors,Box,0,180.5,59.5,98.5,1057865.38,50.8,4.8e-05,5000
Interiors,Wrapped,1,92.4,103.1,12.5,119080.5,39.9,0.000335,3500
Construction,Irregular,0,65.7,95.8,39.6,249244.78,86.0,0.000345,4500
Solar Services,Box,1,156.0,94.5,4.8,70761.6,29.7,0.00042,3500
Construction,Irregular,0,49.4,39.9,48.2,95005.09,77.7,0.000818,4500
Interiors,Wrapped,1,57.0,50.1,10.9,31127.13,23.5,0.000755,3500
Solar Services,Box,1,210.0,90.3,8.5,161185.5,21.9,0.000136,3500
Interiors,Wrapped,1,47.7,130.0,9.3,57669.3,10.6,0.000184,3500
Interiors,Wrapped,1,100.8,43.7,15.0,66074.4,35.9,0.000543,3500
Construction,Irregular,0,48.3,98.9,21.2,101269.64,59.3,0.000586,4500
Interiors,Box,0,56.4,68.4,78.3,302062.61,21.0,7e-05,5000
Construction,Irregular,0,64.3,91.6,26.9,158437.77,89.1,0.000562,4500
Solar Services,Box,1,156.9,89.2,5.9,82573.33,29.0,0.000351,3500
Painting,Cylindrical,0,35.5,22.9,41.7,33900.01,12.6,0.000372,4500
Construction,Irregular,0,86.0,87.7,24.6,185538.12,67.2,0.000362,4500
Interiors,Wrapped,1,92.4,44.5,5.7,23437.26,15.9,0.000678,3500
Solar Services,Box,1,173.4,106.6,9.0,166359.96,20.9,0.000126,3500
Interiors,Wrapped,1,73.6,74.9,10.3,56780.19,39.5,0.000696,3500
Interiors,Box,0,57.0,50.0,81.4,231990.0,47.1,0.000203,5000
Painting,Cylindrical,0,40.0,32.9,31.3,41190.8,11.1,0.000269,4500
Solar Services,Box,1,211.4,88.1,7.2,134095.25,26.3,0.000196,3500
Interiors,Wrapped,1,107.0,78.6,10.4,87466.08,23.0,0.000263,3500
Construction,Irregular,0,82.3,56.5,45.7,212502.71,51.2,0.000241,4500
Painting,Cylindrical,0,25.8,38.7,42.8,42734.09,11.3,0.000264,4500
Solar Services,Box,1,173.7,94.8,4.8,79040.45,18.9,0.000239,3500
Interiors,Box,0,181.8,59.2,89.7,965401.63,56.2,5.8e-05,5000
Interiors,Wrapped,1,97.8,84.0,18.7,153624.24,28.2,0.000184,3500
Construction,Irregular,0,77.2,32.4,28.5,71286.48,61.9,0.000868,4500
Interiors,Wrapped,1,50.3,85.1,16.3,69772.64,30.2,0.000433,3500
Solar Services,Box,1,216.0,86.3,5.1,95068.08,28.8,0.000303,3500
Painting,Cylindrical,0,27.7,34.5,47.2,45106.68,19.9,0.000441,4500
Interiors,Wrapped,1,121.6,44.2,18.4,98894.85,15.5,0.000157,3500
Solar Services,Box,1,206.5,84.5,8.9,155298.33,18.7,0.00012,3500
Painting,Cylindrical,0,23.3,23.5,45.3,24804.02,10.7,0.000431,4500
Interiors,Wrapped,1,40.8,50.2,9.5,19457.52,20.4,0.001048,3500
Interiors,Box,0,149.0,50.8,97.1,734969.32,40.9,5.6e-05,5000
Painting,Cylindrical,0,24.5,29.4,43.8,31549.14,21.5,0.000681,4500
Solar Services,Box,1,184.1,109.5,8.7,175382.86,25.8,0.000147,3500
Interiors,Box,0,155.1,62.9,50.2,489740.66,46.3,9.5e-05,5000
Construction,Irregular,0,61.4,71.3,45.5,199190.81,78.1,0.000392,4500
Solar Services,Box,1,165.7,84.9,5.7,80187.2,24.2,0.000302,3500
Painting,Cylindrical,0,38.7,22.1,34.5,29506.82,26.0,0.000881,4500
Solar Services,Box,1,207.4,83.2,8.0,138045.44,21.3,0.000154,3500
Interiors,Wrapped,1,90.1,82.2,11.8,87393.4,32.6,0.000373,3500
Solar Services,Box,1,190.3,87.5,4.3,71600.38,27.9,0.00039,3500
Painting,Cylindrical,0,36.7,25.5,35.4,33129.09,23.5,0.000709,4500
Construction,Irregular,0,99.2,90.6,45.9,412527.17,68.9,0.000167,4500
Construction,Irregular,0,78.4,61.4,29.4,141524.54,61.2,0.000432,4500
Construction,Irregular,0,60.9,61.0,30.0,111447.0,58.3,0.000523,4500
Solar Services,Box,1,190.9,85.2,8.5,138249.78,23.2,0.000168,3500
Interiors,Box,0,131.3,91.7,60.4,727228.68,37.9,5.2e-05,5000
Painting,Cylindrical,0,35.0,33.0,48.3,55786.5,13.4,0.00024,4500
Painting,Cylindrical,0,20.8,29.7,33.9,20942.06,15.5,0.00074,4500
Solar Services,Box,1,180.0,93.5,7.4,124542.0,28.8,0.000231,3500
Interiors,Box,0,177.0,99.4,55.6,978215.28,46.0,4.7e-05,5000
Construction,Irregular,0,36.0,85.1,35.7,109370.52,94.8,0.000867,4500
Construction,Irregular,0,52.3,53.4,27.3,76243.99,80.1,0.001051,4500
Interiors,Wrapped,1,62.8,54.9,14.1,48612.85,35.4,0.000728,3500
Solar Services,Box,1,150.1,108.0,8.4,136170.72,23.6,0.000173,3500
Painting,Cylindrical,0,20.2,39.6,44.2,35356.46,15.6,0.000441,4500
Painting,Cylindrical,0,28.9,28.2,47.2,38467.06,24.0,0.000624,4500
Solar Services,Box,1,199.7,83.3,9.9,164686.6,26.7,0.000162,3500
Interiors,Wrapped,1,141.5,107.9,16.0,244285.6,22.3,9.1e-05,3500
Painting,Cylindrical,0,23.8,26.2,42.5,26501.3,15.1,0.00057,4500
Painting,Cylindrical,0,28.3,32.9,39.0,36311.73,15.0,0.000413,4500
Construction,Irregular,0,77.9,40.5,43.0,135662.85,68.5,0.000505,4500
Painting,Cylindrical,0,24.8,39.6,38.9,38202.91,21.0,0.00055,4500
Solar Services,Box,1,219.0,95.1,6.5,135374.85,27.2,0.000201,3500
Interiors,Wrapped,1,94.0,143.6,17.7,238921.68,17.7,7.4e-05,3500
Painting,Cylindrical,0,33.4,27.0,32.5,29308.5,17.9,0.000611,4500
Construction,Irregular,0,30.7,58.4,23.2,41594.82,92.0,0.002212,4500
Painting,Cylindrical,0,22.8,28.8,41.3,27119.23,10.2,0.000376,4500
Interiors,Wrapped,1,121.3,80.9,17.0,166823.89,38.5,0.000231,3500
Construction,Irregular,0,43.5,48.0,25.5,53244.0,69.5,0.001305,4500
Interiors,Wrapped,1,62.8,106.1,7.7,51305.72,22.2,0.000433,3500
Interiors,Box,0,193.1,71.5,62.0,856012.3,39.6,4.6e-05,5000
Painting,Cylindrical,0,26.9,26.4,43.4,30820.94,23.4,0.000759,4500
Interiors,Box,0,163.5,51.6,94.6,798102.36,48.2,6e-05,5000
Construction,Irregular,0,63.1,59.3,35.1,131338.23,48.5,0.000369,4500
Interiors,Wrapped,1,139.6,109.0,11.0,167380.4,34.8,0.000208,3500
Interiors,Box,0,167.3,99.0,75.4,1248827.58,53.8,4.3e-05,5000
Construction,Irregular,0,52.1,43.4,49.9,112830.89,55.2,0.000489,4500
Solar Services,Box,1,210.2,105.1,5.0,110460.1,18.3,0.000166,3500
Interiors,Wrapped,1,135.3,114.2,19.8,305934.95,28.1,9.2e-05,3500
Construction,Irregular,0,71.2,92.7,48.1,317471.54,88.5,0.000279,4500
Interiors,Wrapped,1,92.7,61.9,11.4,65414.68,40.0,0.000611,3500
Solar Services,Box,1,191.6,104.0,6.3,125536.32,24.7,0.000197,3500
Interiors,Box,0,155.3,65.2,79.1,800931.8,20.3,2.5e-05,5000
Interiors,Box,0,67.0,55.1,50.7,187169.19,32.4,0.000173,5000
Painting,Cylindrical,0,25.6,30.8,41.6,32800.77,23.8,0.000726,4500
Interiors,Box,0,72.6,59.4,88.5,381650.94,40.6,0.000106,5000
Painting,Cylindrical,0,39.7,39.1,42.0,65195.34,17.8,0.000273,4500
Solar Services,Box,1,158.2,95.4,8.6,129793.61,29.7,0.000229,3500
Construction,Irregular,0,37.0,40.0,33.5,49580.0,98.4,0.001985,4500
Interiors,Wrapped,1,109.1,128.8,5.2,73070.82,26.5,0.000363,3500
Construction,Irregular,0,64.1,76.3,20.1,98305.68,53.0,0.000539,4500
Painting,Cylindrical,0,21.7,26.9,40.1,23407.57,12.1,0.000517,4500
Painting,Cylindrical,0,21.2,32.5,49.9,34381.1,14.7,0.000428,4500
Interiors,Wrapped,1,70.5,148.7,16.3,170878.6,33.4,0.000195,3500
Interiors,Wrapped,1,48.3,82.3,14.3,56843.79,37.0,0.000651,3500
Interiors,Wrapped,1,72.8,104.5,19.9,151391.24,24.6,0.000162,3500
Interiors,Wrapped,1,120.6,90.6,5.8,63372.89,18.4,0.00029,3500
Solar Services,Box,1,177.2,82.5,8.7,127185.3,18.8,0.000148,3500
Construction,Irregular,0,82.9,34.8,20.4,58852.37,80.1,0.001361,4500
Interiors,Wrapped,1,59.2,82.5,5.5,26862.0,21.9,0.000815,3500
Interiors,Wrapped,1,75.9,61.3,17.2,80025.92,29.8,0.000372,3500
Construction,Irregular,0,42.6,83.1,45.2,160010.71,63.4,0.000396,4500
Solar Services,Box,1,199.1,88.2,4.7,82534.91,28.9,0.00035,3500
Construction,Irregular,0,54.8,66.0,34.9,126226.32,79.2,0.000627,4500
Construction,Irregular,0,80.2,98.1,20.2,158925.92,70.1,0.000441,4500
Construction,Irregular,0,73.7,91.0,41.6,278998.72,70.7,0.000253,4500
Interiors,Wrapped,1,41.5,93.0,14.6,56348.7,13.8,0.000245,3500
Interiors,Wrapped,1,83.0,74.1,10.0,61503.0,31.6,0.000514,3500
Solar Services,Box,1,174.0,107.4,4.2,78487.92,27.9,0.000355,3500
Solar Services,Box,1,194.8,100.8,4.5,88361.28,30.0,0.00034,3500
Construction,Irregular,0,38.4,77.5,27.3,81244.8,58.4,0.000719,4500
Construction,Irregular,0,50.3,97.4,45.1,220954.82,74.5,0.000337,4500
Construction,Irregular,0,47.5,30.9,45.2,66342.3,56.4,0.00085,4500
Painting,Cylindrical,0,34.0,24.4,47.1,39074.16,25.0,0.00064,4500
Construction,Irregular,0,68.1,94.6,29.1,187469.77,54.4,0.00029,4500
Construction,Irregular,0,89.8,64.0,21.1,121265.92,88.2,0.000727,4500
Interiors,Box,0,152.2,68.8,93.1,974883.62,36.0,3.7e-05,5000
Interiors,Box,0,92.3,66.2,86.0,525482.36,56.3,0.000107,5000
Solar Services,Box,1,187.3,82.3,8.5,131025.72,24.1,0.000184,3500
Solar Services,Box,1,194.3,80.5,4.6,71949.29,25.4,0.000353,3500
Solar Services,Box,1,174.2,100.3,4.4,76877.94,19.1,0.000248,3500
Interiors,Box,0,147.7,67.1,93.4,925656.58,39.8,4.3e-05,5000
Solar Services,Box,1,199.8,88.7,9.8,173678.15,26.2,0.000151,3500
Construction,Irregular,0,87.9,75.5,42.8,284040.06,85.9,0.000302,4500
Interiors,Wrapped,1,126.6,88.0,17.2,191621.76,39.6,0.000207,3500
Painting,Cylindrical,0,24.2,31.0,39.5,29632.9,22.4,0.000756,4500
Solar Services,Box,1,213.7,81.0,8.2,141939.54,18.3,0.000129,3500
Interiors,Wrapped,1,78.9,120.4,16.8,159592.61,39.0,0.000244,3500
Interiors,Box,0,192.8,75.4,70.2,1020505.82,15.0,1.5e-05,5000
Solar Services,Box,1,206.4,97.9,7.6,153569.86,26.5,0.000173,3500
Construction,Irregular,0,56.6,45.8,43.3,112245.72,97.9,0.000872,4500
Painting,Cylindrical,0,22.8,36.1,49.2,40495.54,17.3,0.000427,4500
Painting,Cylindrical,0,30.9,25.5,31.3,24662.83,13.0,0.000527,4500
Interiors,Box,0,103.0,57.9,56.4,336352.68,32.8,9.8e-05,5000
Construction,Irregular,0,34.6,46.7,27.0,43627.14,81.9,0.001877,4500
Interiors,Box,0,80.4,75.1,85.6,516856.22,30.1,5.8e-05,5000
Interiors,Wrapped,1,76.2,103.2,7.0,55046.88,24.5,0.000445,3500
Construction,Irregular,0,48.5,49.0,39.4,93634.1,50.4,0.000538,4500
Solar Services,Box,1,203.2,93.6,9.1,173077.63,26.7,0.000154,3500
Interiors,Box,0,77.4,77.6,51.3,308120.11,18.0,5.8e-05,5000
Construction,Irregular,0,68.5,88.7,31.9,193822.8,50.5,0.000261,4500
Construction,Irregular,0,58.1,42.6,45.5,112615.23,59.0,0.000524,4500
Solar Services,Box,1,209.6,83.4,6.1,106631.9,26.7,0.00025,3500
Construction,Irregular,0,90.2,82.4,33.9,251961.07,85.4,0.000339,4500
Construction,Irregular,0,59.2,45.3,22.4,60071.42,42.6,0.000709,4500
Interiors,Box,0,100.4,67.3,56.6,382441.67,25.4,6.6e-05,5000
Interiors,Wrapped,1,95.8,52.3,17.7,88683.02,16.7,0.000188,3500
Construction,Irregular,0,96.3,39.4,27.7,105099.89,60.1,0.000572,4500
Interiors,Wrapped,1,92.6,57.6,6.6,35202.82,39.0,0.001108,3500
Painting,Cylindrical,0,26.6,37.3,38.5,38198.93,22.0,0.000576,4500
Interiors,Box,0,51.2,74.9,56.3,215903.74,59.8,0.000277,5000
Solar Services,Box,1,173.3,81.1,9.6,134924.45,19.0,0.000141,3500
Painting,Cylindrical,0,23.6,39.2,34.7,32101.66,10.2,0.000318,4500
Interiors,Box,0,155.9,73.4,78.8,901713.13,43.1,4.8e-05,5000
Interiors,Box,0,112.9,63.5,53.1,380681.87,16.1,4.2e-05,5000
Solar Services,Box,1,156.7,93.4,6.6,96596.15,19.1,0.000198,3500
Construction,Irregular,0,90.5,88.5,38.2,305953.35,80.4,0.000263,4500
Solar Services,Box,1,173.4,108.5,8.1,152392.59,24.9,0.000163,3500
Construction,Irregular,0,53.1,81.1,43.2,186036.91,96.8,0.00052,4500
Interiors,Wrapped,1,41.6,57.3,15.3,36470.3,25.7,0.000705,3500
Construction,Irregular,0,78.0,64.2,38.2,191290.32,50.3,0.000263,4500
Construction,Irregular,0,77.7,64.1,37.4,186273.32,51.7,0.000278,4500
Solar Services,Box,1,166.3,107.7,9.5,170149.85,20.2,0.000119,3500
Solar Services,Box,1,177.0,86.1,4.9,74674.53,27.2,0.000364,3500
Interiors,Wrapped,1,98.0,92.5,17.2,155918.0,31.0,0.000199,3500
Solar Services,Box,1,189.8,87.9,4.8,80080.42,26.2,0.000327,3500
Construction,Irregular,0,78.7,53.0,25.0,104277.5,55.4,0.000531,4500
Solar Services,Box,1,157.9,88.6,4.5,62954.73,29.3,0.000465,3500
Solar Services,Box,1,211.6,85.6,5.0,90564.8,25.4,0.00028,3500
Painting,Cylindrical,0,34.8,33.7,46.2,54181.51,18.8,0.000347,4500
Interiors,Box,0,85.4,55.1,62.6,294566.8,17.8,6e-05,5000
Painting,Cylindrical,0,20.5,35.0,42.0,30135.0,14.6,0.000484,4500
Solar Services,Box,1,165.7,86.8,5.9,84858.28,24.0,0.000283,3500
Painting,Cylindrical,0,35.4,22.4,42.0,33304.32,25.6,0.000769,4500
Interiors,Box,0,111.7,72.2,77.6,625823.82,32.4,5.2e-05,5000
Interiors,Wrapped,1,77.5,63.0,11.6,56637.0,24.6,0.000434,3500
Construction,Irregular,0,42.5,71.6,29.0,88247.0,61.4,0.000696,4500
Interiors,Wrapped,1,88.7,110.2,7.0,68423.18,35.9,0.000525,3500
Construction,Irregular,0,34.4,91.4,40.4,127024.06,95.0,0.000748,4500
Solar Services,Box,1,155.3,95.6,4.0,59386.72,24.9,0.000419,3500
Interiors,Box,0,190.3,77.1,51.3,752680.27,32.5,4.3e-05,5000
Painting,Cylindrical,0,38.9,37.1,42.5,61335.58,15.7,0.000256,4500
Construction,Irregular,0,44.3,65.8,33.3,97067.5,63.8,0.000657,4500
Painting,Cylindrical,0,28.3,32.0,34.8,31514.88,12.8,0.000406,4500
Painting,Cylindrical,0,20.7,37.1,33.3,25573.4,18.0,0.000704,4500
Solar Services,Box,1,218.4,105.4,5.1,117398.74,25.9,0.000221,3500
Solar Services,Box,1,183.0,92.1,8.3,139890.69,27.7,0.000198,3500
Construction,Irregular,0,40.5,73.1,42.8,126711.54,65.8,0.000519,4500
Solar Services,Box,1,212.4,105.1,6.0,133939.44,28.6,0.000214,3500
Interiors,Wrapped,1,44.5,125.9,12.5,70031.88,30.6,0.000437,3500
Painting,Cylindrical,0,22.4,24.9,34.9,19465.82,26.0,0.001336,4500
Painting,Cylindrical,0,25.8,35.3,48.3,43988.74,20.4,0.000464,4500
Painting,Cylindrical,0,24.5,23.5,32.2,18539.15,20.7,0.001117,4500
Painting,Cylindrical,0,26.7,30.2,40.3,32495.5,19.0,0.000585,4500
Interiors,Wrapped,1,41.7,66.7,15.1,41998.99,30.3,0.000721,3500
Interiors,Box,0,53.5,56.6,53.4,161700.54,54.6,0.000338,5000
Solar Services,Box,1,184.3,90.5,9.4,156784.01,24.5,0.000156,3500
Interiors,Wrapped,1,147.4,120.8,17.8,316945.38,18.2,5.7e-05,3500
Painting,Cylindrical,0,37.1,22.5,41.6,34725.6,16.0,0.000461,4500
Solar Services,Box,1,214.0,86.3,6.3,116349.66,20.7,0.000178,3500
Interiors,Wrapped,1,101.4,75.7,10.2,78295.0,25.7,0.000328,3500
Construction,Irregular,0,91.2,68.9,29.0,182226.72,86.6,0.000475,4500
Interiors,Wrapped,1,140.6,129.1,14.7,266826.46,39.1,0.000147,3500
Construction,Irregular,0,57.9,73.6,44.8,190912.51,45.8,0.00024,4500
Solar Services,Box,1,189.7,104.8,8.8,174948.93,24.5,0.00014,3500
Interiors,Wrapped,1,76.1,117.6,13.9,124396.1,27.5,0.000221,3500
Interiors,Wrapped,1,119.8,118.1,15.9,224959.24,29.4,0.000131,3500
Interiors,Box,0,113.4,75.8,79.8,685938.46,40.1,5.8e-05,5000
Solar Services,Box,1,159.1,101.8,5.8,93939.0,23.2,0.000247,3500
Solar Services,Box,1,205.0,105.2,5.1,109986.6,25.8,0.000235,3500
Interiors,Box,0,145.6,70.3,50.4,515878.27,59.5,0.000115,5000
Construction,Irregular,0,58.0,67.1,34.5,134267.1,83.7,0.000623,4500
Solar Services,Box,1,181.8,94.2,8.4,143854.7,18.8,0.000131,3500
Solar Services,Box,1,186.5,95.7,7.8,139214.79,26.4,0.00019,3500
Construction,Irregular,0,67.8,72.6,25.4,125025.91,70.2,0.000561,4500
Construction,Irregular,0,38.8,66.3,36.2,93122.33,81.8,0.000878,4500
Construction,Irregular,0,45.9,80.3,22.4,82561.25,62.3,0.000755,4500
Construction,Irregular,0,38.1,86.6,42.1,138907.27,60.8,0.000438,4500
Interiors,Box,0,157.2,70.6,59.8,663679.54,28.1,4.2e-05,5000
Interiors,Box,0,168.8,65.3,91.8,1011878.35,23.6,2.3e-05,5000
Construction,Irregular,0,82.3,64.1,46.1,243197.32,80.0,0.000329,4500
Construction,Irregular,0,86.2,57.5,36.2,179425.3,71.6,0.000399,4500
Painting,Cylindrical,0,27.3,33.7,49.6,45632.5,25.6,0.000561,4500
Solar Services,Box,1,169.5,106.6,7.8,140935.86,19.0,0.000135,3500
Solar Services,Box,1,188.4,82.7,6.2,96600.22,27.0,0.00028,3500
Interiors,Box,0,79.7,91.0,50.9,369162.43,58.1,0.000157,5000
Construction,Irregular,0,67.6,75.7,30.6,156589.99,81.5,0.00052,4500
Painting,Cylindrical,0,28.8,29.7,45.6,39004.42,22.9,0.000587,4500
Solar Services,Box,1,202.1,103.0,7.5,156122.25,26.6,0.00017,3500
Construction,Irregular,0,75.6,30.3,24.6,56350.73,61.4,0.00109,4500
Painting,Cylindrical,0,37.8,30.3,45.4,51998.44,24.9,0.000479,4500
Construction,Irregular,0,70.3,32.5,27.6,63059.1,73.2,0.001161,4500
Construction,Irregular,0,99.4,39.8,23.1,91386.37,96.7,0.001058,4500
Painting,Cylindrical,0,28.2,37.4,47.6,50202.77,26.2,0.000522,4500
Construction,Irregular,0,43.6,46.7,29.6,60269.15,41.5,0.000689,4500
Solar Services,Box,1,194.8,95.0,7.0,129542.0,23.0,0.000178,3500
Construction,Irregular,0,50.2,81.4,29.0,118502.12,91.7,0.000774,4500
Interiors,Wrapped,1,76.9,83.7,8.5,54710.51,28.2,0.000515,3500
Painting,Cylindrical,0,25.2,36.6,49.6,45747.07,14.8,0.000324,4500
Solar Services,Box,1,214.4,100.4,7.8,167900.93,28.3,0.000169,3500
Interiors,Wrapped,1,67.3,146.5,16.7,164652.81,38.5,0.000234,3500
Solar Services,Box,1,174.0,82.8,7.4,106613.28,22.0,0.000206,3500
Interiors,Box,0,195.0,84.9,95.3,1577739.15,49.6,3.1e-05,5000
Interiors,Box,0,79.6,78.7,61.6,385894.43,24.6,6.4e-05,5000
Solar Services,Box,1,193.3,86.6,9.2,154005.98,27.1,0.000176,3500
Construction,Irregular,0,74.5,95.4,38.3,272209.59,44.5,0.000163,4500
Interiors,Wrapped,1,56.7,82.0,9.8,45564.12,11.3,0.000248,3500
Interiors,Box,0,132.0,95.5,59.3,747535.8,28.8,3.9e-05,5000
Interiors,Box,0,199.3,85.8,55.9,955886.65,31.8,3.3e-05,5000
Solar Services,Box,1,169.4,105.3,7.8,139135.0,22.8,0.000164,3500
Interiors,Wrapped,1,125.1,57.2,5.5,39356.46,35.8,0.00091,3500
Construction,Irregular,0,67.1,81.4,42.1,229947.67,47.1,0.000205,4500
Interiors,Box,0,144.3,53.9,62.0,482221.74,24.4,5.1e-05,5000
Interiors,Wrapped,1,85.7,88.1,9.5,71726.62,37.9,0.000528,3500
Solar Services,Box,1,218.8,99.5,5.5,119738.3,24.2,0.000202,3500
Painting,Cylindrical,0,30.5,24.6,42.4,31812.72,23.4,0.000736,4500
Construction,Irregular,0,61.6,82.4,38.0,192881.92,60.2,0.000312,4500
Construction,Irregular,0,78.6,54.3,39.9,170292.4,82.1,0.000482,4500
Solar Services,Box,1,176.0,108.3,6.8,129613.44,22.0,0.00017,3500
